ID,High_Price_elasticity,Normal_Price_elasticity,Price_Threshold,N_Obs,R2,High_Price_obs
3980,-0.06607942553879755,-0.07077847752414243,0.7,12571,0.2726491234938927,5687
4781,-0.0927824738566816,0.009715079493161473,0.7,12571,0.5919793193865904,5687
8073,-0.08285164213142397,-0.09854476787361116,0.7,12571,0.4435298682023634,5687
6510,-0.022518780884514582,-0.04820810901583416,0.7,12571,0.29602153795017083,5687
6507,-0.23511975834221485,0.036561618482575206,0.7,12571,0.6475471168841778,5687
2953,-0.10475324981670933,-0.06419163704020485,0.7,12571,0.8282024016002549,5687
756,0.10821904909406237,0.029644349633806886,0.7,12571,0.22998817979186703,5687
773,-0.15878311471051165,0.007784179017605677,0.7,12571,0.49208013603141676,5687
7900,-0.02890775228486347,-0.0010827208871939985,0.7,12571,0.6964836788521392,5687
4899,0.012335680568880285,-0.0067151762154119155,0.7,12571,0.742814786067906,5687
2876,0.000693989483553231,0.006238001356891465,0.7,12571,0.5672516263945764,5687
5096,-0.08920761321141503,-0.020964913206714078,0.7,12571,0.6285103664300629,5687
5112,-0.2165013482517212,-0.05437575364188257,0.7,12571,0.4315208790287295,5687
2845,-0.04082706909689292,0.07895421553055477,0.7,12571,0.6478663998852761,5687
2838,-0.22632297642616414,-0.012067319276868353,0.7,12571,0.539237818111922,5687
871,-0.38588302317972245,0.009708289267648378,0.7,12571,0.6558572719645732,5687
2763,-0.22634159515359523,-0.042259754434576795,0.7,12571,0.5276133863899879,5687
7761,-1.271397022312347,-0.1886639997230423,0.7,12571,0.562486805360108,5687
2757,-0.00884384463282622,-0.016120634647543198,0.7,12571,0.6641769907232477,5687
902,-0.06843800391145555,0.011586859746096233,0.7,12571,0.5073292480043905,5687
2740,-0.0024550575812047246,-0.0801459537845303,0.7,12571,0.5536548356078927,5687
935,-0.21481243158905244,-0.03905794618616571,0.7,12571,0.28129257519618467,5687
6375,-0.20408640993205296,0.03360584540992132,0.7,12571,0.41141001800054966,5687
2706,-0.13804520802759232,-0.003162903742823425,0.7,12571,0.5493326652481084,5687
2698,-0.22680200578619927,-0.025258629738433243,0.7,12571,0.32581353300335714,5687
5306,-0.5100698614800923,-0.156686307781117,0.7,12571,0.4537708686850618,5687
2603,-0.14499045405974542,-0.05198859915357699,0.7,12571,0.4311469147017545,5687
2959,0.14069406869282255,-0.0596874446737194,0.7,12571,0.45875485813209216,5687
2970,-0.2835798235082841,-0.13947210636903334,0.7,12571,0.4032276697250565,5687
2587,-0.11138545144566496,-0.004753533275340489,0.7,12571,0.2881576415792493,5687
2974,-0.11748719505734641,-0.09046895878509718,0.7,12571,0.4098944099288694,5687
6759,-0.06068510148951345,0.04691541156018477,0.7,12571,0.6060797553727284,5687
6755,0.03640475488218305,-0.02652591954503219,0.7,12571,0.5556501578250455,5687
561,-0.20686261303471268,-0.07341979130651256,0.7,12571,0.5155176811678749,5687
3194,-0.2055990125291319,-0.04525645179092774,0.7,12571,0.48247812456382133,5687
3167,-0.1828595897520278,-0.031886220557909545,0.7,12571,0.725154381408365,5687
585,-0.014748487779148911,-0.013457380039051167,0.7,12571,0.6616709865301407,5687
595,-0.1842402655997109,-0.07804292983331836,0.7,12571,0.4098442216471899,5687
4553,-0.022411763150047094,-0.15975321192282715,0.7,12571,0.48378767069516804,5687
6692,-0.09482142039113632,-0.016821590160765895,0.7,12571,0.6998085894591142,5687
4600,0.007374332985693005,-0.016867988583541674,0.7,12571,0.2967746759854215,5687
3108,-0.15836918300143107,-0.05521897645501097,0.7,12571,0.6401522832082842,5687
4616,-0.05499555136364226,-0.01819484601817713,0.7,12571,0.6010733215810481,5687
4621,-0.14774526403242222,-0.0809684602290224,0.7,12571,0.4257659748904902,5687
6643,-0.1536055764574763,-0.1013026819135112,0.7,12571,0.46098676002960914,5687
7903,0.028316177607246557,0.0505607598052142,0.7,12571,0.3278778704054496,5687
3027,-0.09741964279578616,0.07943810580230613,0.7,12571,0.7915927874748547,5687
650,-0.45568334579357733,-0.20288371447677142,0.7,12571,0.25440685634219695,5687
6635,-0.49749411104217367,-0.16107921440401807,0.7,12571,0.5353437198804575,5687
6596,0.03468191636210215,0.0230663423551675,0.7,12571,0.5632344081855913,5687
4698,0.22776599945246206,-0.03197537597687341,0.7,12571,0.12811922847690405,5687
690,-0.06014677765141616,-0.06623016394871957,0.7,12571,0.16808087305526687,5687
2999,-0.17164893287416355,-0.07235118060805142,0.7,12571,0.662253611009074,5687
6552,-0.3418294139519161,-0.03974483238768488,0.7,12571,0.5014776483983185,5687
1686,-0.16387999884663773,-0.055112398117524816,0.7,12571,0.3879324292748776,5687
4733,0.19235576149353312,0.10972300456102686,0.7,12571,0.11879630068183422,5687
2601,0.039058416812579565,-0.0023290621968431054,0.7,12571,0.5975785089573687,5687
2575,-0.03732691218876346,-0.014184928295133051,0.7,12571,0.5360671339819595,5687
3230,-0.29003749215644253,-0.14940964056527736,0.7,12571,0.4249524550148158,5687
1349,-0.14107484949359228,-0.018190489667282622,0.7,12571,0.4136635694807298,5687
1374,-0.006498193444584732,0.09147256243193883,0.7,12571,0.660772386920341,5687
2047,-0.41695177849040255,-0.06689605210458686,0.7,12571,0.28294933419122226,5687
2036,-0.1580421588336358,0.13505402555296678,0.7,12571,0.5611653067252289,5687
1382,-0.4160111418722773,-0.0218065444570318,0.7,12571,0.34077334715779095,5687
5773,-0.18795030553849945,-0.06762236368624032,0.7,12571,0.5418786489593247,5687
1978,-0.4909042250861659,0.051276983047946485,0.7,12571,0.4954251805259541,5687
1406,-0.01920459536121413,-0.038575609782908436,0.7,12571,0.3203965432272369,5687
1430,-0.5419317917382311,-0.23279892891150428,0.7,12571,0.5332081231201159,5687
5787,-0.0764213118844567,-0.048487505155837565,0.7,12571,0.6658964024835354,5687
1453,0.3533061785169804,0.05169500421717013,0.7,12571,0.353271345177292,5687
