ID,Q_Age,Q_Gender,Q_City,Q1,Q4,Q7,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q14,Q15,Q16,Q17,Q19,Q20,Q21,Q22,Q23,Q24,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28,Q29,Q32,Percentage_Change
690,60,2,5,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,6,1,5,3,4,5,4,2,0,0,0,0,0,0,1,0,0,0,1,2,1,-9.861307111018625
692,76,1,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,5,2,6,5,3,2,6,1,1,0,1,0,1,0,0,0,0,0,1,1,1,20.714271330681242
694,73,1,4,1,3,3,1,0,1,0,0,1,0,0,0,0,0,1,3,3,2,6,5,6,1,8,1,0,0,0,0,0,0,0,1,0,0,1,2,1,-0.7811636777091624
696,72,1,4,1,3,2,1,1,0,1,0,0,0,0,0,0,0,3,1,8,2,6,2,3,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,2,5.517346489823094
698,52,2,4,1,2,2,1,1,0,0,0,1,0,0,0,0,0,1,2,8,2,6,2,8,3,4,2,1,1,1,0,0,0,0,0,0,0,1,2,6,-44.26390763646055
706,64,1,4,1,1,2,1,1,1,1,0,0,0,0,0,0,0,2,1,3,2,4,4,5,1,6,1,0,1,0,0,1,0,1,0,0,0,4,1,1,-20.586652658900285
707,50,1,4,1,4,3,0,0,0,0,0,0,0,0,0,1,0,1,2,8,1,1,4,3,4,3,1,0,0,0,1,0,0,0,0,0,0,4,2,1,-1.6942862095749245
709,55,2,4,1,5,2,1,0,1,1,0,1,0,0,0,0,0,1,2,6,4,4,3,4,3,7,1,1,1,0,0,1,0,0,0,0,0,1,1,2,-19.008446843481074
712,38,2,4,1,3,1,1,0,1,1,0,1,0,0,0,0,0,1,1,4,2,4,4,5,4,2,2,1,1,0,0,0,0,0,0,0,0,1,2,1,-26.350211204982777
716,27,2,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,1,3,1,2,5,2,4,2,1,0,1,0,0,0,0,1,0,0,0,4,2,1,-35.533371159691086
739,43,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,9,3,6,5,7,2,6,1,1,1,1,0,1,0,0,0,0,0,1,1,1,-44.149960742342095
740,28,2,4,1,5,2,1,1,1,0,1,1,0,1,0,0,0,1,2,6,4,5,5,6,5,4,2,0,0,0,0,0,0,0,1,0,0,4,2,1,-26.057744448996267
743,23,2,4,1,4,2,0,0,0,0,0,1,0,0,0,0,0,3,2,5,5,7,3,4,4,4,1,0,0,1,0,0,0,0,0,0,0,3,1,5,-7.981683475495382
745,73,2,4,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,6,1,6,4,2,4,4,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-27.80770064082413
756,67,1,5,1,2,1,1,0,1,0,1,0,0,0,0,0,0,1,1,4,1,6,3,3,3,5,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0.6108916378001483
758,64,2,4,1,3,2,1,0,0,1,0,0,1,0,0,0,0,2,2,8,1,6,4,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,6,-10.486065379037058
773,57,1,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,6,3,5,1,7,1,1,1,1,0,1,0,0,0,0,0,1,1,1,-12.498765085916597
777,45,2,4,2,5,2,1,0,0,0,0,0,0,0,0,0,0,1,2,9,2,6,4,7,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,6,-26.100300095678264
798,72,1,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,4,2,6,4,3,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2,1,-20.444926763617865
802,41,2,4,1,4,2,1,1,1,0,0,0,0,0,0,0,0,1,1,4,4,3,5,7,1,8,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-17.960399235282555
804,58,2,4,1,2,2,1,1,0,0,0,1,0,0,0,0,0,1,1,3,2,4,4,7,4,6,1,0,1,0,0,0,0,0,0,0,0,4,2,1,-41.342258783724894
809,79,2,4,1,2,2,1,1,1,0,0,0,1,0,0,0,0,2,2,9,1,4,3,2,4,4,1,0,0,0,0,0,0,1,0,0,0,5,2,1,-10.801283424936015
821,71,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,6,5,3,1,9,1,1,1,0,0,1,1,0,0,0,0,1,2,1,-24.5793908640789
827,80,1,4,1,2,3,1,0,1,0,1,0,0,0,0,0,0,2,1,4,2,6,4,6,1,9,1,1,1,0,1,0,0,0,0,0,0,2,2,2,-4.252467051452403
829,63,1,4,1,2,2,1,0,0,0,0,0,1,0,0,0,0,2,1,8,1,5,5,5,4,5,1,0,0,0,0,0,0,1,0,0,0,4,1,1,-96.4897550092425
846,30,2,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,3,5,5,4,2,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-26.12685074454779
847,58,2,4,1,4,2,1,0,1,0,0,0,0,0,0,0,0,1,2,6,2,2,3,4,3,5,1,1,1,0,0,1,0,0,0,0,0,1,1,6,-16.317177639114067
850,19,2,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,8,6,6,5,8,1,4,2,1,0,0,0,0,1,0,0,0,0,1,2,2,-34.02906452519916
851,78,1,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,7,2,2,3,3,3,5,1,1,1,0,0,1,0,0,0,0,0,1,2,3,-15.774207733076405
855,67,1,4,1,4,2,1,1,0,0,0,0,0,0,0,0,0,1,1,4,2,6,4,4,4,6,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-13.282094056713923
870,58,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,2,1,4,4,4,4,1,1,1,0,0,0,0,0,0,0,0,4,2,2,-23.62192009140133
871,52,1,5,1,5,2,1,0,1,1,0,0,0,0,0,0,0,1,3,6,3,6,5,7,4,10,2,1,0,0,0,1,0,0,0,0,0,1,2,1,-46.47888006531659
874,38,2,4,2,5,3,0,0,0,0,0,0,0,0,0,1,0,4,2,8,1,2,5,2,4,3,2,0,0,0,0,0,0,1,0,0,0,4,2,6,-78.68859425155881
877,81,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,6,2,6,5,5,1,8,1,1,0,1,0,0,0,0,0,0,0,1,1,1,-16.094703741620776
884,74,1,4,1,2,1,1,0,0,1,1,0,0,0,0,0,0,2,1,6,2,6,5,5,1,9,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-2.4573124671112168
894,78,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,9,2,6,4,4,3,5,1,0,1,0,0,1,0,0,0,0,0,1,2,2,-31.943525397061066
901,56,1,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,9,1,4,5,4,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2,1,-16.31732375366719
902,72,1,5,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,4,3,7,4,3,1,9,1,0,1,1,0,1,0,0,0,0,0,1,2,1,-0.11140628766362903
910,77,1,2,1,5,3,1,1,0,1,0,0,0,0,0,0,0,3,2,5,2,6,5,4,4,7,1,0,1,0,0,0,0,1,0,0,0,4,2,2,-14.275192712486485
928,80,1,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,6,5,6,4,6,1,1,0,0,0,0,1,0,0,0,0,1,1,2,-22.6944981293413
930,69,1,5,2,5,2,1,0,0,0,0,0,1,0,0,0,0,2,3,6,1,6,5,7,1,8,1,1,0,1,0,1,0,0,0,0,0,1,2,1,-40.72426634039196
935,44,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,4,7,3,6,1,0,1,1,0,0,1,0,0,0,0,1,1,1,-28.15054141853002
945,80,1,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,3,6,1,1,5,3,4,2,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-1.405474544132146
947,59,2,4,2,5,3,0,0,1,1,0,0,0,0,0,0,0,3,2,6,3,6,3,8,1,7,1,1,1,0,0,1,0,1,0,0,0,4,2,6,6.631557326528181
952,58,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,3,8,6,6,5,8,1,4,2,1,0,0,0,0,1,0,0,0,0,1,2,2,-34.02906452519916
953,68,1,4,1,3,2,1,0,0,0,0,1,1,0,0,0,0,1,3,4,1,5,5,3,2,7,1,1,0,0,0,1,0,0,0,0,0,1,2,2,6.016408113680205
954,79,1,4,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,2,4,2,6,4,3,3,6,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-9.338342868976579
976,72,2,4,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,9,2,6,4,5,3,6,1,0,0,1,0,1,0,0,0,0,0,1,2,1,-15.37835710829828
979,59,1,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,4,2,4,1,6,3,3,4,5,1,1,0,0,0,0,0,0,0,0,0,4,2,1,13.502436785196537
999,72,1,4,1,5,2,0,0,0,1,0,0,0,0,0,0,0,3,2,7,2,6,5,4,4,5,1,0,0,0,0,0,0,1,0,0,0,4,1,3,41.71100318389125
1001,59,1,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,4,3,9,4,6,3,2,4,3,2,0,0,0,0,0,0,0,0,1,0,1,2,6,-19.843552820641143
1004,54,2,4,1,5,2,1,0,1,0,1,0,1,0,0,0,0,5,2,3,2,3,4,3,4,6,1,1,0,0,0,1,0,0,0,0,0,4,2,1,-28.260890175237698
1030,76,1,4,1,3,2,0,1,1,0,0,0,0,0,0,0,0,3,3,9,2,6,4,5,3,7,1,1,1,0,0,0,0,0,0,0,0,1,1,1,-9.78750939766787
1034,78,1,1,2,5,2,1,0,1,0,0,0,0,0,0,0,0,1,3,2,2,5,4,6,4,7,1,0,1,0,0,0,0,0,0,0,0,4,2,2,-7.019721553135327
1037,74,1,4,1,5,3,0,0,1,0,0,0,0,0,0,0,0,1,1,9,2,6,5,7,4,6,1,0,0,0,0,0,0,1,0,0,0,4,2,6,-60.57119266250477
1046,58,1,4,1,2,2,1,0,0,0,0,0,1,0,0,0,0,3,1,9,2,1,3,4,4,4,2,0,0,1,0,0,0,0,0,0,0,1,2,2,-48.644242692573016
1048,33,2,4,2,5,3,1,1,1,1,0,0,0,0,0,0,0,2,3,5,2,4,4,5,4,4,1,1,1,0,0,0,0,0,0,0,0,4,2,1,6.181163678962953
1049,80,1,4,1,3,1,1,1,0,0,0,1,1,1,0,0,0,1,1,7,1,6,5,3,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-15.721182231734886
1053,59,1,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,4,4,2,3,4,3,8,1,0,0,0,0,0,0,1,0,0,0,4,1,1,-24.09092980765407
1059,56,1,4,1,3,2,0,1,1,0,1,0,0,0,0,0,0,1,1,5,2,4,5,5,2,7,1,1,0,1,0,1,0,0,0,0,0,1,1,3,-15.266576607176674
1062,69,1,5,2,4,3,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,6,5,2,4,2,2,0,0,0,0,0,0,1,0,0,0,4,2,3,1.4774625394008867
1064,69,1,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,2,1,6,2,6,4,3,4,5,1,0,0,0,1,0,0,0,0,0,0,2,2,3,-3.6130315232961507
1071,78,1,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,3,6,4,7,1,9,1,0,1,1,0,1,0,0,0,0,0,1,2,1,-3.996157208140849
1081,66,1,4,1,1,2,1,0,1,1,0,0,0,0,1,0,0,2,2,6,2,6,3,4,1,6,1,1,1,1,0,1,0,0,0,0,0,1,1,1,-21.364533079441372
1090,72,1,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,3,2,6,2,6,5,7,3,9,1,1,1,0,0,0,0,0,0,0,0,1,1,1,-27.850899608269366
1097,74,1,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,2,5,3,6,4,3,2,8,1,1,1,0,0,1,0,0,0,0,0,4,2,1,-30.119557090350103
1099,65,2,4,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1,2,6,1,5,4,7,4,6,1,0,0,0,0,0,0,1,0,0,0,4,1,2,-17.07925689010079
1101,82,2,4,2,5,2,0,1,0,0,0,0,0,0,0,0,0,6,3,9,2,7,1,3,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,6,-17.997533302761692
1103,57,1,5,2,5,2,1,1,0,0,0,1,1,0,0,0,0,1,3,4,1,6,4,2,4,2,1,0,1,0,0,0,0,0,0,0,0,1,2,6,-14.768308014805488
1106,77,1,4,2,4,2,1,0,1,0,0,1,0,0,0,0,0,1,1,6,3,6,5,5,3,6,1,0,0,0,0,0,0,1,0,0,0,4,2,6,-6.50026594276667
1107,70,1,5,1,4,2,1,0,0,1,0,0,0,0,0,0,0,3,2,6,2,6,5,4,4,7,1,1,0,0,0,0,1,0,0,0,0,1,2,1,-7.202074187055041
1117,69,2,5,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,7,2,6,4,3,1,6,1,0,1,1,0,1,0,0,0,0,0,1,1,1,-13.635291766828805
1123,70,1,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,4,5,6,5,6,1,1,1,0,0,1,0,0,0,0,0,4,1,1,-46.167080066945424
1126,81,1,4,1,3,2,1,0,0,0,0,0,1,0,0,0,0,1,2,7,3,6,5,4,4,5,1,0,0,0,0,0,0,0,1,0,0,4,1,1,-23.377410226577588
1128,60,1,5,1,2,2,1,0,1,1,0,0,0,0,0,0,0,2,2,5,1,3,3,2,1,3,1,0,0,0,0,1,0,0,0,0,0,1,1,2,-1.578057865902227
1130,51,1,4,2,3,2,0,1,1,0,0,0,0,0,0,0,0,6,2,4,1,2,3,1,4,3,1,0,1,0,0,0,0,1,0,0,0,6,2,1,-15.879650275141943
1135,53,1,4,1,5,2,1,0,1,0,0,0,0,0,0,0,0,1,2,8,1,1,5,3,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-19.53887039190676
1143,45,2,4,1,4,2,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,5,5,3,4,3,1,1,1,0,0,0,0,0,0,0,0,1,2,6,-21.76443384266299
1156,75,1,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,2,6,5,5,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2,1,-13.878516008280473
1161,62,2,5,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,2,5,2,6,5,3,3,7,1,1,1,0,0,1,0,0,0,0,0,1,1,1,-32.899167741028194
1162,69,2,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,2,4,2,4,4,4,1,9,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-22.894725633251443
1174,77,1,5,1,1,2,1,1,1,0,1,1,0,0,0,0,0,1,2,3,2,6,5,5,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,1,14.941689120539813
1183,43,2,5,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,2,6,2,2,3,3,3,3,2,1,0,0,0,1,0,0,0,0,0,1,2,5,-24.196200708966987
1185,75,1,5,1,2,2,1,0,1,0,0,0,1,0,0,0,0,2,2,5,2,6,5,5,4,6,1,1,0,0,0,0,0,1,0,0,0,5,2,1,-81.32941570603232
1198,71,1,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,6,2,6,2,4,3,6,1,0,1,1,0,1,0,0,0,0,0,1,2,3,-1.3984151650274224
1199,49,1,4,1,3,2,1,1,1,1,0,0,0,0,0,0,0,1,2,4,1,1,5,4,4,7,1,0,1,0,0,0,0,1,0,0,0,4,1,1,-32.237082991468746
1206,83,2,4,1,3,3,0,1,0,0,0,0,0,0,0,0,0,3,1,8,2,6,5,3,1,8,1,0,0,0,0,0,0,0,0,1,0,5,2,3,-16.046181361255694
1207,27,2,5,1,3,3,0,0,0,0,0,1,0,0,0,0,0,2,2,5,2,6,5,3,3,4,1,1,1,1,0,0,0,0,0,0,0,1,2,3,-19.4121230974048
1208,49,1,4,1,5,2,1,1,1,0,0,1,1,0,0,0,0,1,3,5,4,3,5,5,3,7,1,1,1,0,0,0,0,1,0,0,0,4,2,1,-4.888997735700751
1209,74,1,5,1,2,2,1,1,1,1,1,1,1,0,0,0,0,1,1,3,2,6,3,6,4,5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,-71.12175666341953
1213,35,2,4,1,5,2,1,1,0,1,0,0,1,0,0,0,0,1,1,6,1,1,5,3,4,4,1,1,0,0,0,0,0,0,0,0,0,4,2,2,-7.578163514722824
1215,53,1,4,1,2,2,0,0,0,0,0,0,0,0,1,0,0,2,1,6,2,6,5,5,2,7,1,1,1,0,0,0,0,0,0,0,0,1,1,1,8.705440964042065
1218,67,1,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,2,1,5,6,3,9,1,1,1,1,0,1,0,0,0,0,0,1,2,1,-12.275555386175451
1224,73,1,4,1,2,1,1,0,1,1,0,0,0,0,0,0,0,4,3,9,1,6,5,3,1,9,1,1,1,1,0,1,0,0,0,0,0,1,2,1,-11.300111495642817
1232,64,1,4,1,4,1,0,0,1,1,0,0,0,0,0,0,0,1,2,4,2,6,3,5,1,8,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-32.98593998759599
1238,69,1,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,6,2,6,3,3,3,7,1,1,1,0,0,1,1,0,0,0,0,1,2,1,-17.64942673401677
1244,62,1,5,2,5,2,0,0,0,0,0,0,0,0,1,0,0,1,3,8,1,1,4,3,4,3,1,1,0,0,0,0,0,0,0,0,0,1,2,1,11.438955802535023
1248,77,1,2,2,2,2,1,1,1,0,0,0,1,0,0,0,0,1,1,4,2,6,5,5,1,8,1,1,0,1,0,1,0,0,0,0,0,1,2,2,-15.03259194796519
1250,50,1,4,1,3,2,1,1,0,0,0,0,1,0,0,0,0,2,1,3,3,4,4,5,3,4,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-10.070350729846655
1252,43,2,5,1,2,2,1,1,0,1,1,0,1,0,0,0,0,2,2,6,3,2,3,2,3,6,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-5.028388188769295
1255,66,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,9,3,6,5,3,1,7,1,0,0,1,0,1,0,0,0,0,0,1,2,1,-21.796808370704756
1257,77,1,4,1,5,3,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,1,2,3,4,4,1,1,1,0,0,0,0,0,0,0,0,4,2,1,22.33017246648299
1260,61,2,5,1,4,2,1,1,1,1,1,0,0,0,0,0,0,1,3,5,2,6,5,5,4,6,1,0,0,1,0,0,0,0,0,0,0,1,2,1,46.12852988426641
1265,74,1,4,2,5,3,0,0,1,0,0,0,0,0,0,0,0,3,2,7,1,6,5,4,4,5,1,0,0,0,0,0,1,0,0,0,0,4,2,6,-29.46950593765458
1266,47,2,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,6,3,6,5,5,1,9,1,0,0,0,1,0,0,0,0,0,0,2,1,1,-8.242402912844627
1290,40,2,4,1,2,2,1,0,0,1,0,0,1,0,0,0,0,2,1,9,2,6,4,2,4,4,1,0,0,0,0,0,0,0,1,0,0,4,2,6,-38.7571084338489
1299,30,2,3,1,5,3,1,0,0,1,0,0,0,0,0,0,0,1,2,5,1,1,3,2,5,2,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0.5818556360462246
1308,83,2,4,2,4,2,0,1,1,0,0,0,0,0,0,0,0,1,1,9,1,6,4,3,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,6,12.749870682056997
1310,73,1,5,1,1,2,1,1,0,1,1,0,0,0,0,0,0,1,1,6,2,6,4,3,1,9,1,1,1,0,1,0,0,0,0,0,0,1,2,1,-2.968294700399876
1311,65,2,4,1,4,2,0,0,0,1,0,0,0,1,0,0,0,1,2,4,2,2,5,7,4,5,1,0,1,0,0,0,0,1,0,0,0,4,2,3,40.75217544698837
1334,63,1,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,1,5,6,1,9,1,1,1,0,0,0,0,0,0,1,0,1,2,1,-30.161331946888126
1341,79,1,5,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,5,1,6,5,3,1,5,1,0,0,1,0,1,0,0,0,0,0,1,2,1,-38.699350273078615
1344,63,1,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,6,3,9,1,1,3,1,5,4,1,1,0,0,0,0,0,0,0,0,0,6,2,2,33.35103610647445
1349,72,1,5,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,2,3,2,6,4,4,1,7,1,1,0,1,0,1,0,0,0,0,0,1,1,1,-18.803377839725734
1350,73,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,6,5,5,4,6,1,1,1,0,0,1,0,0,0,0,0,1,2,1,-16.704964502734356
1357,72,2,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,2,5,1,5,3,2,3,4,1,1,0,0,0,1,0,0,0,0,0,1,2,1,-0.35941253858673416
1361,56,2,5,1,5,3,1,1,1,0,0,1,1,0,0,0,0,1,1,5,2,3,4,4,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,2,-15.92342932321712
1374,74,1,5,1,2,2,0,0,1,1,1,0,0,0,0,0,0,1,2,3,2,6,4,3,5,6,1,1,0,1,0,1,0,0,0,0,0,1,2,2,-14.11559305140747
1377,46,1,4,1,2,2,1,0,1,0,1,0,0,0,0,0,0,2,3,4,4,1,4,6,3,7,1,1,1,0,0,0,0,0,0,0,0,1,2,1,-13.659601306248915
1379,41,2,4,1,5,3,1,0,0,0,0,0,0,0,0,0,0,2,1,6,2,6,4,3,4,3,2,0,0,0,0,0,0,1,0,0,0,4,2,1,-22.29029744639075
1380,70,2,4,1,2,1,1,1,1,0,0,0,1,0,0,0,0,1,1,7,1,6,5,2,4,3,2,0,0,0,0,0,0,1,0,0,0,4,2,1,-49.08725377586614
1382,74,2,5,1,3,2,1,1,0,0,0,1,1,0,0,0,0,1,2,7,1,2,5,2,4,4,1,0,0,0,0,0,0,1,0,0,0,1,2,6,-36.37017075494712
1390,35,2,4,2,5,2,1,0,0,0,0,0,0,0,0,0,0,3,2,6,1,5,4,3,4,5,1,1,1,0,0,0,0,0,0,0,0,1,2,6,-11.938177090762835
1397,58,1,5,1,1,2,1,1,0,0,1,1,1,0,0,0,0,1,1,5,2,5,4,4,1,6,1,1,1,0,0,1,0,0,0,0,0,1,2,1,11.603020056272207
1398,73,1,4,1,3,2,0,1,1,0,0,0,0,0,0,0,0,2,1,6,2,6,4,4,3,5,2,1,0,0,0,0,0,0,0,0,0,1,2,3,11.412531056293652
1406,55,1,5,2,2,3,1,0,1,1,1,0,0,0,0,0,0,1,1,5,3,1,5,6,1,6,1,0,1,0,0,1,0,0,0,0,0,1,1,1,-3.336316028764308
1416,65,2,4,1,5,2,1,1,0,0,0,1,0,0,0,0,0,1,2,7,2,6,5,5,4,5,1,1,1,0,0,1,1,0,0,0,0,4,2,1,-37.0783773930386
1430,53,2,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,6,3,2,3,7,1,1,1,1,0,1,0,0,0,0,0,1,2,1,-57.8870098936281
1436,78,1,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,2,4,5,5,3,7,1,1,1,0,0,0,0,0,0,0,0,1,2,2,-12.171257022716075
1437,54,1,4,1,2,3,1,1,1,0,0,0,0,0,0,0,0,2,3,8,3,4,4,5,4,5,1,0,0,0,0,0,0,1,0,0,0,4,2,1,-23.374992769716897
1447,42,2,4,2,5,3,0,0,1,0,0,0,0,0,0,0,0,1,2,9,1,1,3,2,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2,6,-8.670832875826495
1464,73,2,4,1,2,3,0,0,0,0,0,1,0,0,0,0,0,1,1,6,2,6,3,3,4,4,1,1,1,0,0,0,0,0,0,0,0,1,2,3,-4.924552910123603
1471,66,1,4,1,5,3,1,0,1,1,0,0,0,0,0,0,0,3,3,8,2,5,4,7,4,6,1,1,1,0,0,0,0,0,0,0,0,1,2,4,3.777965646673609
1483,75,1,4,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1,6,5,2,1,6,1,0,0,1,0,1,0,0,0,0,0,1,1,1,-13.203865690492067
1484,75,2,4,2,4,2,1,0,1,0,0,1,0,0,0,0,0,1,1,5,2,6,4,8,3,8,1,1,1,1,0,0,0,0,0,0,0,1,2,4,-35.887565529895284
1487,58,1,4,1,3,2,1,1,1,1,1,0,0,0,0,0,0,1,1,6,2,6,4,7,4,5,1,1,1,0,0,0,0,0,0,0,0,4,2,1,10.427074330694053
1490,81,1,4,1,2,2,1,1,1,1,0,0,0,0,0,0,0,2,3,5,2,6,5,7,4,6,1,1,0,0,0,0,1,0,0,0,0,1,2,1,3.1597361407135427
1499,62,2,4,1,4,3,1,1,0,0,0,0,0,0,0,0,0,2,2,7,2,6,5,7,4,4,2,1,1,0,0,0,0,0,0,0,0,4,2,2,-31.34879336227999
1501,48,2,4,2,5,3,0,1,1,1,0,0,0,0,0,0,0,2,2,7,1,1,4,3,4,6,1,0,1,0,0,0,0,1,0,0,0,6,2,2,0.3723293818408413
1506,79,2,5,1,2,2,1,0,1,1,0,0,0,0,0,0,0,2,2,9,2,6,5,7,3,7,1,1,1,0,0,1,1,0,0,0,0,1,1,4,-35.87540125340202
1510,63,1,4,1,4,2,1,1,0,0,0,1,0,0,0,0,0,1,2,4,2,6,5,5,1,8,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-6.197505551312721
1531,67,1,5,1,1,2,1,1,1,0,1,0,0,0,0,0,0,1,2,4,1,1,5,7,1,9,1,0,1,1,0,0,0,0,0,0,0,1,1,1,-13.502247551862023
1536,71,1,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,6,2,6,4,3,4,6,1,0,1,0,0,0,0,0,0,0,0,4,2,1,10.056677573739448
1538,67,1,5,1,2,2,1,0,0,0,0,0,1,0,0,0,0,2,1,6,2,6,4,5,3,7,1,1,1,0,0,1,0,0,0,0,0,1,2,1,23.677201001077375
1567,68,1,5,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,2,7,2,6,5,5,3,4,1,1,1,0,0,0,0,0,0,0,0,1,1,1,-45.33260225680667
1574,84,1,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,2,2,6,1,6,3,2,4,4,1,1,0,0,0,0,0,0,0,0,0,4,2,1,-19.62874526588967
1587,78,1,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,2,9,2,6,5,4,1,7,1,0,1,0,0,1,0,0,0,0,0,1,2,1,-20.428032222101944
1589,78,1,4,1,3,2,0,1,1,0,0,0,0,0,0,0,0,1,2,5,2,4,5,5,4,6,1,0,0,0,0,0,0,1,0,0,0,4,2,2,-79.75284335522655
1600,45,1,1,2,5,3,1,0,1,1,0,0,1,0,0,0,0,3,1,3,3,3,3,4,4,4,1,0,0,0,0,0,1,0,0,0,0,4,2,1,-45.545899131748826
1602,68,1,5,1,3,2,1,0,0,0,0,0,0,0,1,0,0,1,3,4,3,6,5,4,4,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-11.547720183965959
