ID,Pre_kWh,Post_kWh,kWh_Difference,Pct_Change,Change_Type
4114,0.6524388187557911,0.8434155435062155,0.19097672475042438,-51.433778954858035,Reduced
6664,0.37065232276356663,0.22365898709730753,-0.1469933356662591,-51.23153240092635,Reduced
5939,2.5149154405956184,2.896852388910053,0.3819369483144346,-51.166766211563186,Reduced
2054,1.7607357963289825,2.1660921046569883,0.40535630832800584,-50.43638634090806,Reduced
4027,0.4011480418674691,0.31324893960301786,-0.08789910226445125,-50.41925333947243,Reduced
4088,1.1126049601456072,1.7914280786800245,0.6788231185344173,-50.28546894437916,Reduced
2874,0.8143073901192724,0.6636469081402742,-0.15066048197899828,-49.94772678393989,Reduced
3206,0.2172795834004317,0.18606948920745492,-0.031210094192976767,-49.886779510520796,Reduced
5848,0.5337170643653002,0.5703426253546083,0.03662556098930814,-49.85211364471439,Reduced
5687,0.3201078363826294,0.617017444693118,0.2969096083104886,-49.62240362844611,Reduced
6038,0.14151744429495733,0.12056682225484379,-0.02095062204011354,-49.57121656161417,Reduced
2039,0.2003494882236297,0.1571723629783327,-0.04317712524529699,-49.21442916598197,Reduced
1380,0.17978114100670842,0.13450878046000128,-0.045272360546707135,-49.08725377586614,Reduced
7247,0.26285712584197507,0.29018522790892276,0.02732810206694769,-49.00809887769842,Reduced
6375,1.0249036138681389,0.9771118975165315,-0.047791716351607394,-48.870584953073305,Reduced
1804,0.06629578951182458,0.12381680510184571,0.05752101559002114,-48.84852997045081,Reduced
1046,0.17175802544667002,0.12793383190361726,-0.04382419354305275,-48.644242692573016,Reduced
2072,0.34745572100309047,0.26754734880877423,-0.07990837219431624,-48.60516958114089,Reduced
3368,1.9965609553215358,2.670482153021216,0.6739211976996802,-48.51080409929129,Reduced
5904,0.6546000956463595,0.3484229303678473,-0.30617716527851213,-48.36476692664219,Reduced
3525,0.6543694240498729,0.603784456830571,-0.050584967219301835,-47.823691832900735,Reduced
6684,1.0746779728975469,1.0136332365356098,-0.06104473636193708,-47.73231588712407,Reduced
5207,1.2812056541161991,0.9967272082194593,-0.2844784458967399,-47.26258529323021,Reduced
6997,0.11982402225135338,0.129660374706462,0.00983635245510861,-47.026807203076295,Reduced
1814,0.1891964539594094,0.7733657328264144,0.584169278867005,-46.92879843255212,Reduced
6692,0.1891964539594094,0.7733657328264144,0.584169278867005,-46.92879843255212,Reduced
376,0.08305502624584557,0.07436898689974004,-0.008686039346105526,-46.924362987989035,Reduced
7047,0.5193508761235998,0.9801464624771246,0.4607955863535248,-46.746398447780834,Reduced
3845,0.49383814500240397,1.5631861359754349,1.0693479909730308,-46.72346912803661,Reduced
6590,0.6950006532894625,1.6387460131507854,0.9437453598613229,-46.540704455045415,Reduced
871,2.1615036521620525,2.716836939359344,0.5553332871972914,-46.47888006531659,Reduced
1123,0.4779780478793892,1.2120476196007253,0.7340695717213361,-46.167080066945424,Reduced
2346,0.4852011274504116,0.9463383391088894,0.4611372116584778,-46.14332927629232,Reduced
2047,0.8529735200958999,0.8403570185710426,-0.012616501524857271,-45.99393555597392,Reduced
3905,1.0942211963326713,0.9000245198544116,-0.19419667647825978,-45.90506362179798,Reduced
5572,1.3367988133954207,1.3556201701198498,0.018821356724429084,-45.721776515150104,Reduced
1600,0.3070877446036857,0.34181539261968297,0.03472764801599726,-45.545899131748826,Reduced
4329,1.5031249348369387,2.1218092635233554,0.6186843286864168,-45.515866377859204,Reduced
7589,1.0680552619166799,0.5798131414936845,-0.4882421204229954,-45.47002504869933,Reduced
1567,0.5030162058838317,0.5318460143926066,0.028829808508774923,-45.33260225680667,Reduced
4259,2.077962863720396,2.600346761873868,0.5223838981534721,-45.188171929585096,Reduced
6035,0.26748457426603023,0.28608901061609543,0.0186044363500652,-45.070545376286205,Reduced
3700,1.546291536435282,1.5740947342519191,0.027803197816637093,-44.99158981861618,Reduced
3114,0.3016765019383433,1.2511848437822601,0.9495083418439169,-44.87575608778113,Reduced
7227,0.6614671435416354,0.9882793056229289,0.3268121620812935,-44.738593364735316,Reduced
2391,0.9508432613578717,0.9906152363247241,0.039771974966852475,-44.712098006205956,Reduced
698,0.8214321241366616,0.9206504628941256,0.099218338757464,-44.26390763646055,Reduced
2331,2.077910107177425,2.435906607434364,0.35799650025693897,-44.24034916632391,Reduced
739,1.8106215051931063,2.495834655823588,0.6852131506304819,-44.149960742342095,Reduced
8091,0.49121919427764593,0.5928196521802214,0.10160045790257544,-43.98951363231254,Reduced
3364,0.5880329614093048,1.0173710539193501,0.4293380925100453,-43.60536932073498,Reduced
2641,0.5235206323689582,0.5035896137850159,-0.019931018583942306,-43.56338530626639,Reduced
7255,0.9551562849199112,0.7009401380514885,-0.25421614686842275,-43.146954043551666,Reduced
6988,0.8382420378068904,0.907703122335259,0.06946108452836852,-43.026407267796394,Reduced
4892,0.9618067972639102,0.7706564707728943,-0.19115032649101582,-42.884434891629155,Reduced
3950,0.2694993845638914,0.22680920485991785,-0.04269017970397354,-42.62662581477087,Reduced
2068,0.7276010998195748,0.9184505245359826,0.19084942471640787,-42.49582535676476,Reduced
6324,0.508227681891024,0.4274390899454649,-0.08078859194555904,-42.3313263085647,Reduced
7076,1.159547289594441,1.0178044326574887,-0.14174285693695232,-42.32677259908708,Reduced
4107,0.4108561709834371,0.2706974699975615,-0.14015870098587557,-42.201058000837435,Reduced
4830,2.151807384479473,2.624531167775143,0.4727237832956699,-41.876906885714604,Reduced
96,0.9895853610034561,0.8663116741665731,-0.123273686836883,-41.80654466845415,Reduced
6516,2.8941125055669397,1.9939968298096908,-0.9001156757572488,-41.79792582253421,Reduced
573,0.2568786917502164,0.2289990269823216,-0.027879664767894774,-41.66896428690744,Reduced
3783,0.9579212216684132,0.9621678570443131,0.004246635375899865,-41.64364041194985,Reduced
8184,0.6296319344981306,0.4258639966987327,-0.2037679377993979,-41.628862343211594,Reduced
5778,0.902705841554103,1.4343909878399217,0.5316851462858186,-41.53524498342559,Reduced
804,0.1646855036541777,0.15116229579161655,-0.013523207862561143,-41.342258783724894,Reduced
6571,1.541650230216736,1.6762259568859403,0.13457572666920425,-41.3220612944037,Reduced
641,2.0816899482174986,1.911706315457489,-0.16998363276000972,-41.04816717935634,Reduced
2888,2.84036403670849,3.3810980068982595,0.5407339701897693,-40.81818629048952,Reduced
930,0.711267545349332,2.390299110884983,1.6790315655356511,-40.72426634039196,Reduced
5602,0.3313347486219987,0.34793231298108457,0.01659756435908588,-40.67687369252786,Reduced
1882,0.33701839482095103,0.32784044095676274,-0.009177953864188293,-40.29660688434614,Reduced
5705,0.4991538546033171,0.4388244376137651,-0.06032941698955202,-40.28884739931604,Reduced
7955,0.6749844613042109,1.0888557557463778,0.41387129444216697,-39.93074225421189,Reduced
2836,3.4489057813742328,3.411766277692963,-0.037139503681269836,-39.87712990529293,Reduced
2359,2.6607327549581115,2.966626896052583,0.30589414109447155,-39.8635732818553,Reduced
3275,0.708138829707675,1.0806749373315563,0.37253610762388123,-39.60389880121243,Reduced
5027,0.1369420626663783,0.2231753832261312,0.08623332055975291,-39.46150468828993,Reduced
2344,0.8617283205214449,0.6762937079999745,-0.18543461252147042,-39.4329118233218,Reduced
5685,0.6623909372958325,0.993668369152931,0.33127743185709846,-39.24766274872245,Reduced
4041,1.5193797103304654,1.4661663049170945,-0.05321340541337083,-39.22800398986993,Reduced
6507,1.1482350240059171,1.7573351647915247,0.6091001407856076,-39.208413728320636,Reduced
3834,0.04283972326652018,0.5350340565152517,0.4921943332487315,-38.98161721096734,Reduced
7353,0.6202111086715106,0.7744888041105192,0.1542776954390086,-38.86517373947789,Reduced
1290,0.4258364040416274,0.24498830155167725,-0.18084810248995017,-38.7571084338489,Reduced
6473,1.1553964512043278,1.5443966592838216,0.38900020807949387,-38.70341940761159,Reduced
1341,0.8091688147099335,0.792321021824915,-0.016847792885018475,-38.699350273078615,Reduced
3598,2.090846292943713,2.036651247903002,-0.05419504504071071,-38.68288549553528,Reduced
2477,1.5029764723961538,1.4012256057019352,-0.10175086669421862,-38.560839154397506,Reduced
3001,0.3267447254466078,0.20493569201406345,-0.12180903343254437,-38.55088883152692,Reduced
5189,0.462793792042557,0.5143137039038589,0.05151991186130189,-38.313001189176255,Reduced
2652,0.6216861832194487,0.6273948731606934,0.005708689941244738,-38.13616927913729,Reduced
3592,2.518311301236245,2.8237798721403324,0.3054685709040874,-38.07224190242924,Reduced
4015,0.10489460767749163,0.10135400118577173,-0.0035406064917199026,-37.98952623764274,Reduced
3099,2.6578402369616683,4.1688890116206085,1.5110487746589403,-37.957959677988015,Reduced
3108,1.3627601788365806,1.4910534675944225,0.12829328875784185,-37.907343900315325,Reduced
6662,0.7713414767878133,1.35320587355158,0.5818643967637667,-37.47108486096437,Reduced
6266,1.528466392189741,2.033267897386249,0.5048015051965078,-37.3214338578608,Reduced
2027,0.6442659817820111,0.8319030877821855,0.18763710600017436,-37.25246760229436,Reduced
2644,0.5941872803572416,1.3657977526333063,0.7716104722760647,-37.20615560108733,Reduced
3443,0.32454060097499116,0.3446766945413805,0.020136093566389346,-37.155492494667044,Reduced
4665,0.22754956120121217,0.20301252420639163,-0.024537036994820544,-37.107691629105574,Reduced
1416,0.8481922064301383,0.8806770368354254,0.03248483040528716,-37.0783773930386,Reduced
6886,1.008848976168416,1.0181088942331584,0.009259918064742356,-37.03753114785269,Reduced
4191,0.12229128261031404,0.11251702018188454,-0.009774262428429492,-36.99261672245269,Reduced
1860,1.0422280532994845,1.0912470624976038,0.0490190091981193,-36.9614950921054,Reduced
7559,0.6238030724683583,0.8339015055588447,0.21009843309048637,-36.71019611366503,Reduced
1382,0.335159958609772,0.2733608947746127,-0.06179906383515932,-36.37017075494712,Reduced
5571,2.602609064659335,3.7045698323613765,1.1019607677020415,-36.34656087111646,Reduced
294,0.2118201780294884,0.2123233399658176,0.0005031619363291828,-36.19585840154224,Reduced
7209,0.14159159285061584,0.2050690597462953,0.06347746689567946,-36.13642194678599,Reduced
1484,1.2152791533093847,1.7088818850903231,0.4936027317809384,-35.887565529895284,Reduced
1506,1.1028992348860756,1.2815692349401966,0.17867000005412104,-35.87540125340202,Reduced
288,0.7086315079148132,0.8718734969227168,0.16324198900790354,-35.852104240176686,Reduced
3530,0.7807454184221735,0.8421268966748012,0.06138147825262774,-35.54390170773558,Reduced
716,0.16813589333687978,0.1291348459673463,-0.03900104736953347,-35.533371159691086,Reduced
3194,3.134123832906563,3.9140176210301894,0.7798937881236263,-35.399409364145185,Reduced
4470,0.31993172728155606,0.7383399669164746,0.4184082396349186,-35.16812699395797,Reduced
2073,0.20581282070737797,0.1553420338512506,-0.05047078685612738,-35.12912663367346,Reduced
1945,1.702396497762109,2.1293138902675883,0.4269173925054792,-35.082283991287596,Reduced
6874,0.36941809801149667,0.37622664800043065,0.006808549988933987,-34.94896451841151,Reduced
100,0.5376416275854731,0.6626293783364723,0.12498775075099922,-34.92070225970358,Reduced
3038,1.1439779822551523,1.2259946248247857,0.08201664256963337,-34.90716997489124,Reduced
2002,0.8415286795458368,0.8683386942529113,0.02681001470707456,-34.80117903974692,Reduced
5944,0.517146598433022,0.4444667274855171,-0.07267987094750494,-34.57788677039135,Reduced
191,0.5527498102424235,0.489796232651723,-0.06295357759070053,-34.494226452892185,Reduced
3881,1.3568385787601382,1.6123506921609738,0.25551211340083557,-34.4896053674303,Reduced
3167,1.632308604218177,2.3383196755784974,0.7060110713603205,-34.46823391449749,Reduced
7660,0.6062411746914969,0.6147124278830247,0.008471253191527861,-34.45752924830836,Reduced
6261,1.2089648144133525,1.0814980160799335,-0.127466798333419,-34.38537376040626,Reduced
4858,0.2391929034065398,0.24997511961908625,0.010782216212546464,-34.27052022043831,Reduced
850,1.5529595781951586,1.748900365541951,0.19594078734679243,-34.02906452519916,Reduced
952,1.5529595781951586,1.748900365541951,0.19594078734679243,-34.02906452519916,Reduced
5838,0.13085527099287125,0.1234254992531312,-0.007429771739740049,-33.967452866701066,Reduced
2115,0.439106015117912,0.4720021952343837,0.03289618011647172,-33.95099446898826,Reduced
3184,1.1270231870221992,1.3767137513976215,0.24969056437542236,-33.75245280776996,Reduced
5886,0.401636936322808,0.28039971787389106,-0.12123721844891694,-33.738077332671736,Reduced
671,0.3008188563004287,1.1115719404274662,0.8107530841270375,-33.66603557621768,Reduced
2628,0.5707575843790159,1.5420430821663684,0.9712854977873525,-33.6628203811747,Reduced
6123,0.2748555070534349,0.2649195499594588,-0.0099359570939761,-33.31139014525502,Reduced
4157,0.6542139430078276,1.245765681461289,0.5915517384534613,-33.14079459694923,Reduced
454,0.8347728585800496,1.4676145844086281,0.6328417258285786,-33.08896877554768,Reduced
7677,0.6138479063514436,0.529751221036183,-0.0840966853152606,-33.086885557016465,Reduced
1232,4.613292127993584,4.862497265386933,0.24920513739334904,-32.98593998759599,Reduced
1161,1.1364775440709256,1.5451049007794013,0.4086273567084757,-32.899167741028194,Reduced
5575,0.12280830373566838,0.09097233392473286,-0.03183596981093552,-32.84770624742313,Reduced
6636,0.39838862859619145,0.34247994553420247,-0.055908683061988984,-32.8037922932422,Reduced
631,0.5498242668646941,0.5016140291018645,-0.04821023776282962,-32.76173023240022,Reduced
2999,1.9935194005901156,3.5312394730239953,1.5377200724338798,-32.59947589224017,Reduced
5452,1.921368092362909,2.2951890379865065,0.37382094562359747,-32.598439509877466,Reduced
2718,0.766799438959165,0.8730554314924817,0.10625599253331663,-32.5344677541194,Reduced
7328,0.13048114086342316,0.11313749940833442,-0.017343641455088737,-32.47651373007297,Reduced
7449,0.3488456649548856,0.3362242031064331,-0.012621461848452531,-32.464995825652906,Reduced
2489,0.799461375314778,0.7902862471770612,-0.009175128137716815,-32.44585604592443,Reduced
3291,1.728027997849667,1.8199154458898816,0.09188744804021454,-32.30131245942173,Reduced
1199,0.16699263719458773,0.16335676292536214,-0.0036358742692255974,-32.237082991468746,Reduced
894,1.098663120401568,1.5013709487310873,0.40270782832951935,-31.943525397061066,Reduced
2852,0.31726871968507964,0.8643642872652354,0.5470955675801558,-31.893433486403065,Reduced
3652,0.610063982835399,0.7029526283975477,0.09288864556214871,-31.85758005104171,Reduced
2658,0.6475913218462729,0.6468434234845691,-0.0007478983617037471,-31.823596275838884,Reduced
6051,0.699753256864385,1.0133715611899239,0.31361830432553883,-31.766121708998398,Reduced
6931,1.5981091327616392,1.8551637410562005,0.2570546082945613,-31.760276265438147,Reduced
1499,0.5287161379266039,0.8661804061783068,0.33746426825170295,-31.34879336227999,Reduced
5779,0.36806901046563595,0.3320760457200582,-0.03599296474557773,-31.338851931218905,Reduced
2848,0.7388440011859642,1.2573768055489214,0.5185328043629572,-31.301172164528847,Reduced
3817,2.8529805111447164,4.230361503556675,1.3773809924119584,-31.162053615773168,Reduced
2974,0.6548692183203592,0.8258916645387738,0.17102244621841467,-31.09509938509918,Reduced
531,0.4595193866550071,0.9962511729832898,0.5367317863282828,-31.022723025119568,Reduced
3351,0.20132430927461895,0.43283512217762554,0.2315108129030066,-30.71257265005617,Reduced
5614,0.4660100778583429,0.44275720201006635,-0.023252875848276566,-30.424260284185166,Reduced
1334,0.8554078271999536,1.2286296623049553,0.37322183510500173,-30.161331946888126,Reduced
561,1.795987736763151,1.9360021613542993,0.14001442459114832,-30.14395302310109,Reduced
1097,2.0548121917393196,3.1243543448061954,1.0695421530668758,-30.119557090350103,Reduced
6433,0.20557014730775974,0.24958314441474255,0.04401299710698281,-30.0586408919585,Reduced
6204,0.6403498990483969,0.755717610831722,0.11536771178332506,-30.014914678059213,Reduced
7540,1.9279061910563564,2.0295078332414884,0.10160164218513201,-29.929236671551386,Reduced
3391,1.446464915421316,2.0350372973254958,0.5885723819041797,-29.913421706526876,Reduced
2763,1.446464915421316,2.0350372973254958,0.5885723819041797,-29.913421706526876,Reduced
2552,0.6807163060655422,0.7045866667831493,0.023870360717607064,-29.909970614319935,Reduced
3718,0.2360930010401798,0.2326449938439796,-0.003448007196200198,-29.787522223049912,Reduced
167,0.6072925288313636,0.5314186560675677,-0.07587387276379598,-29.628596322157975,Reduced
6731,0.38558653676096716,0.32240077710805465,-0.06318575965291251,-29.5205998196188,Reduced
1265,0.6174532013543791,0.5045698032689685,-0.11288339808541059,-29.46950593765458,Reduced
7812,0.5948909415995449,0.8266775479048831,0.2317866063053382,-29.40213114600808,Reduced
3967,1.2436231545105596,1.3834440970236357,0.13982094251307609,-29.187299817646217,Reduced
3049,0.4613583372997775,0.6459470461348823,0.1845887088351048,-29.16441374280555,Reduced
6247,0.6499917309371481,0.5320339314595401,-0.11795779947760798,-29.14901033751193,Reduced
5815,1.122208170082588,2.601042110509583,1.4788339404269948,-29.12096608444218,Reduced
3477,0.16506942737561464,0.16145278174495464,-0.003616645630659998,-29.07485738416895,Reduced
4279,2.792182382708678,4.077079231817525,1.2848968491088466,-29.07060600735436,Reduced
643,0.5863815363847296,0.5651715364577194,-0.021209999927010115,-28.906340609750046,Reduced
5420,1.9008445737500803,2.2999214522212026,0.3990768784711223,-28.852551860956865,Reduced
257,0.509447888383933,0.42298413273816443,-0.08646375564576853,-28.726401338969787,Reduced
3278,0.6759358122262338,0.6187520595801094,-0.05718375264612441,-28.687170232356095,Reduced
2698,0.3139693088953758,0.2672351373994132,-0.046734171495962595,-28.685088928707824,Reduced
397,0.2620862420659859,0.2815963175669862,0.019510075501000312,-28.654045461056597,Reduced
682,0.3344120168332801,0.49805021214032413,0.16363819530704404,-28.6151642655586,Reduced
3531,1.7251583285370287,1.8714799030267995,0.1463215744897708,-28.596166925646273,Reduced
4548,1.4404986495407865,1.9204350540379524,0.4799364044971659,-28.494754336550155,Reduced
1774,0.546546446790605,1.2729269401414203,0.7263804933508152,-28.3703952935372,Reduced
1004,0.9057592037321677,0.9126302290076865,0.0068710252755188606,-28.260890175237698,Reduced
3265,1.5944557130192012,1.7147421176320266,0.12028640461282536,-28.25407698917085,Reduced
935,0.9938275569232056,1.110968879785301,0.11714132286209544,-28.15054141853002,Reduced
3724,0.5093202177803867,0.47313663998488537,-0.036183577795501354,-28.111338165897447,Reduced
3458,0.7990093428767141,0.8707713818116709,0.0717620389349568,-28.09776069119343,Reduced
5564,0.20142115583878434,0.18113246716453824,-0.020288688674246103,-28.085229680812198,Reduced
1090,2.0661859534808427,2.7709321988807596,0.7047462453999169,-27.850899608269366,Reduced
6510,0.9215356542705756,0.7053751280144098,-0.21616052625616577,-27.837457794032648,Reduced
745,0.6508404500970197,1.0571698182735347,0.406329368176515,-27.80770064082413,Reduced
6400,0.5419556338052182,0.4164712078982507,-0.12548442590696746,-27.80182408615509,Reduced
3714,1.0801419177000298,1.2849642021909446,0.20482228449091489,-27.712741746645175,Reduced
5878,0.22871112947190325,0.316928123969579,0.08821699449767573,-27.69160317882713,Reduced
6643,0.8755254681862897,1.1234916015738858,0.2479661333875961,-27.57492243457832,Reduced
6323,0.08976765574215022,0.09271017659796417,0.0029425208558139515,-27.53734909368235,Reduced
4338,3.868683439512729,5.013796675834614,1.145113236321885,-27.434443547477894,Reduced
6460,3.663387654357878,4.88190316161585,1.218515507257972,-27.411531366101926,Reduced
642,0.6407544457168719,0.608748557269504,-0.03200588844736785,-27.3449054079579,Reduced
3082,0.5396792470806776,0.4500079318582753,-0.08967131522240229,-27.23288903953408,Reduced
5306,0.0788697517944811,0.1871143509946754,0.10824459920019432,-27.230984232010403,Reduced
7536,0.3418767096826435,0.616602193310385,0.2747254836277415,-27.224554528583845,Reduced
2757,0.7902877160148173,1.1324261717129018,0.34213845569808454,-27.2184873023383,Reduced
2120,2.7224302531520364,3.6009478173481986,0.8785175641961622,-27.189511358630003,Reduced
4196,0.43666574158225663,0.4196138658448017,-0.017051875737454925,-27.130476677150295,Reduced
5709,2.7218919733556857,2.5125561701014862,-0.20933580325419943,-27.12417037565681,Reduced
4126,0.5549486215125694,0.5749692157498032,0.02002059423723379,-27.055727811567955,Reduced
6238,1.8681356064600427,2.702788518903158,0.8346529124431155,-27.027428839714084,Reduced
7755,0.9423344647024313,1.3901588592111944,0.4478243945087631,-27.025641887014185,Reduced
6552,2.0038615215081688,2.312861034256366,0.30899951274819726,-26.993285984790603,Reduced
4133,0.5054320449195825,0.5533510240291902,0.04791897910960774,-26.979785296920756,Reduced
6236,2.299523765077483,2.38202300839109,0.08249924331360692,-26.947378365067674,Reduced
5669,0.36969468511416725,0.4151469378639823,0.04545225274981507,-26.927788275190835,Reduced
4742,1.9928823968245581,2.2060749037579037,0.21319250693334557,-26.87974561819002,Reduced
7302,0.7937537570302965,1.2437770346554482,0.4500232776251517,-26.561707290735136,Reduced
2970,1.6863505483079526,1.9219388665240515,0.23558831821609894,-26.535517389417627,Reduced
4439,2.1753053757396925,1.9320425690053662,-0.24326280673432632,-26.47084584515823,Reduced
5787,0.7527098214134534,1.0541004396767635,0.30139061826331004,-26.35090690857992,Reduced
712,0.5790907913783204,0.49181318707976407,-0.08727760429855635,-26.350211204982777,Reduced
3764,0.40430113024132497,0.4320362290889328,0.02773509884760783,-26.34005178450478,Reduced
5909,2.253528215251418,2.2391426113691644,-0.01438560388225385,-26.314197171188724,Reduced
4986,2.1278951528048395,2.3082055889033373,0.18031043609849773,-26.268768964970302,Reduced
6667,0.17339437210775333,0.1463155479752206,-0.027078824132532736,-26.196202177116735,Reduced
455,0.9226306753293844,1.6859907118080393,0.7633600364786549,-26.17168328171272,Reduced
1829,0.7611139759152423,0.9630397806362121,0.20192580472096977,-26.15860006314413,Reduced
846,0.3535796529899604,0.4899225826129875,0.13634292962302708,-26.12685074454779,Reduced
4169,0.9374767728318347,1.060284932449316,0.12280815961748126,-26.108221833092117,Reduced
777,0.5410226854338311,0.7297877490158509,0.18876506358201972,-26.100300095678264,Reduced
740,0.4721523611491733,0.41482646147128777,-0.05732589967788554,-26.057744448996267,Reduced
1872,0.49629176167852085,0.6793882550501024,0.18309649337158151,-26.014834056603654,Reduced
6712,1.2887880846111115,1.9032174539432873,0.6144293693321758,-25.914720318741292,Reduced
4781,3.2320687929778233,3.581760497566646,0.3496917045888228,-25.833144036089262,Reduced
1799,0.4519788202517839,0.8798344573149514,0.4278556370631675,-25.740352130068512,Reduced
5841,3.893362839975932,4.061021355084268,0.16765851510833585,-25.62894600104474,Reduced
